,name,state,level4,level3,level2,level1,Molecular Weight,logP,Water Solubility,logS,Bioavailability,pKa (strongest acidic),Refractivity,Number of Rings,H Bond Donor Count,Rotatable Bond Count,Polar Surface Area (PSA),pKa (strongest basic),Ghose Filter,Monoisotopic Weight,MDDR-Like Rule,Polarizability,H Bond Acceptor Count,Physiological Charge,Rule of Five
1105,Dutasteride,solid,G04CB,G04C,G04,G,528.5297,5.79,0.000908,-5.8,0.0,12.56,127.9,5.0,2.0,4.0,58.2,-0.16,0.0,528.221147444,0.0,49.92,2.0,0.0,0.0
1106,Econazole,solid,G01AF,G01A,G01,G,381.684,5.35,0.00148,-5.4,1.0,,98.26,3.0,0.0,6.0,27.05,6.48,1.0,380.024996233,1.0,37.37,2.0,0.0,0.0
1107,Bicalutamide,solid,L02BB,L02B,L02,L,430.373,2.71,0.00928,-4.7,1.0,11.78,96.59,2.0,2.0,6.0,107.26,-4.0,1.0,430.061040456,0.0,36.7,5.0,0.0,1.0
1108,Rabeprazole,solid,A02BD,A02B,A02,A,359.443,2.09,0.336,-3.0,1.0,9.35,98.07,3.0,1.0,8.0,77.1,4.24,1.0,359.130362243,1.0,39.64,5.0,0.0,1.0
1109,Prednicarbate,solid,D07AC,D07A,D07,D,488.577,3.83,0.00562,-4.9,1.0,14.83,127.8,4.0,1.0,9.0,116.2,-2.9,0.0,488.241018119,1.0,52.43,6.0,0.0,1.0
1110,Proguanil,solid,P01BB,P01B,P01,P,253.731,2.38,0.116,-3.3,1.0,,91.65,1.0,5.0,2.0,83.79,10.4,1.0,253.109423244,0.0,26.75,5.0,2.0,1.0
1111,Pioglitazone,solid,A10BD,A10B,A10,A,356.439,3.33,0.00441,-4.9,1.0,6.66,97.39,3.0,1.0,7.0,68.29,5.6,1.0,356.119463206,1.0,38.24,4.0,-1.0,1.0
1112,Tiludronic acid,solid,M05BA,M05B,M05,M,318.608,1.32,6.97,-1.7,1.0,1.03,65.11,1.0,4.0,4.0,115.06,,1.0,317.928359441,0.0,25.37,6.0,-3.0,1.0
1114,Doxacurium,solid,M03AC,M03A,M03,M,1035.2223,-2.5,9.02e-05,-7.1,0.0,18.41,302.15,6.0,0.0,29.0,163.36,-4.1,0.0,1034.535134458,1.0,113.56,14.0,2.0,0.0
1115,Carvedilol,solid,C07AG,C07A,C07,C,406.4742,3.42,0.00444,-5.0,1.0,14.03,115.64,4.0,3.0,10.0,75.74,8.74,1.0,406.18925733,1.0,45.03,5.0,1.0,1.0
1116,Levofloxacin,solid,J01MA,J01M,J01,J,361.3675,0.09,1.44,-2.4,1.0,5.35,94.94,4.0,1.0,2.0,73.32,6.72,1.0,361.143784348,0.0,36.69,7.0,-1.0,1.0
1117,Sulfinpyrazone,solid,M04AB,M04A,M04,M,404.482,3.19,0.323,-3.1,1.0,3.86,113.62,4.0,0.0,6.0,57.69,-8.2,1.0,404.119463206,1.0,42.1,3.0,-1.0,1.0
1118,Cefapirin,solid,J01DB,J01D,J01,J,423.463,-2.1,0.151,-3.4,1.0,3.35,102.43,3.0,2.0,8.0,125.9,4.99,0.0,423.055876671,1.0,40.63,6.0,-1.0,1.0
1119,Cefadroxil,solid,J01DB,J01D,J01,J,363.388,-2.4,0.399,-3.0,1.0,3.25,90.95,3.0,4.0,4.0,132.96,7.22,0.0,363.088891359,0.0,35.91,6.0,0.0,1.0
1120,Micafungin,solid,J02AX,J02A,J02,J,1270.274,-6.3,0.218,-3.8,0.0,-2.2,303.07,7.0,16.0,18.0,510.14,-3.6,0.0,1269.438350313,1.0,128.66,22.0,-1.0,0.0
1121,Doxepin,solid,N06AA,N06A,N06,N,279.3761,3.84,0.0319,-3.9,1.0,,98.24,3.0,0.0,3.0,12.47,9.76,1.0,279.162314299,0.0,32.47,2.0,1.0,1.0
1122,Amifostine,solid,V03AF,V03A,V03,V,214.223,-3.7,18.7,-1.1,1.0,2.06,51.28,0.0,4.0,7.0,95.58,10.71,0.0,214.054099558,0.0,21.01,5.0,0.0,1.0
1123,Diclofenamide,solid,G01AE,G01A,G01,G,305.159,0.39,0.398,-2.9,1.0,7.94,59.98,1.0,2.0,2.0,120.32,,1.0,303.914603484,0.0,25.04,4.0,0.0,1.0
1124,Sulfoxone,solid,J04BA,J04B,J04,J,404.482,1.27,2.63,-2.2,1.0,1.7,96.95,2.0,4.0,8.0,132.8,-0.056,1.0,404.017048324,0.0,38.81,8.0,-2.0,1.0
1125,Diphenylpyraline,solid,R06AA,R06A,R06,R,281.392,3.66,0.0188,-4.2,1.0,,87.36,3.0,0.0,4.0,12.47,8.87,1.0,281.177964363,0.0,32.97,2.0,1.0,1.0
1126,Cloxacillin,solid,J01CR,J01C,J01,J,435.881,2.3,0.0532,-3.9,1.0,3.75,106.64,4.0,2.0,4.0,112.74,-0.41,1.0,435.065569098,0.0,41.64,5.0,-1.0,1.0
1127,Flavoxate,solid,G04BD,G04B,G04,G,391.4596,4.24,0.0154,-4.4,1.0,,113.51,4.0,0.0,6.0,55.84,7.91,1.0,391.178358293,1.0,43.39,4.0,1.0,1.0
1128,Nefazodone,solid,N06AX,N06A,N06,N,470.007,4.65,0.0698,-3.8,1.0,,132.38,4.0,0.0,10.0,51.62,7.09,0.0,469.224453,1.0,51.85,5.0,0.0,1.0
1129,Cefprozil,solid,J01DC,J01D,J01,J,389.426,-1.9,0.149,-3.4,1.0,3.3,101.27,3.0,4.0,5.0,132.96,7.22,0.0,389.104541423,0.0,39.35,6.0,0.0,1.0
1130,Desipramine,solid,N06AA,N06A,N06,N,266.3807,3.9,0.0396,-3.8,1.0,,85.31,3.0,1.0,4.0,15.27,10.02,1.0,266.178298714,0.0,31.74,2.0,1.0,1.0
1131,Candicidin,solid,G01AA,G01A,G01,G,1109.317,-0.028,0.00714,-5.2,0.0,3.68,302.12,3.0,11.0,10.0,364.22,9.07,0.0,1108.571913873,1.0,118.61,19.0,0.0,0.0
1132,Sertaconazole,solid,G01AF,G01A,G01,G,437.77,6.23,0.00637,-4.8,1.0,,111.6,4.0,0.0,6.0,27.05,6.48,0.0,435.997066923,1.0,42.93,2.0,0.0,0.0
1133,Thiamylal,solid,N05CB,N05C,N05,N,254.349,2.92,0.0506,-3.7,1.0,7.2,70.64,1.0,2.0,5.0,58.2,-7.8,1.0,254.10889852,0.0,26.75,2.0,-1.0,1.0
1134,Gemifloxacin,solid,J01MA,J01M,J01,J,389.3809,-0.92,0.21,-3.3,1.0,5.35,99.74,4.0,2.0,5.0,121.35,9.41,0.0,389.149932358,0.0,39.02,9.0,0.0,1.0
1135,Bupropion,solid,A08AA,A08A,A08,A,239.741,3.27,0.0693,-3.5,1.0,18.61,67.7,1.0,1.0,4.0,29.1,8.22,1.0,239.10769191,0.0,26.12,2.0,1.0,1.0
1136,Trimetrexate,solid,P01AX,P01A,P01,P,369.4176,2.28,0.0309,-4.1,1.0,17.04,107.7,3.0,3.0,6.0,117.54,7.54,1.0,369.180089627,1.0,40.22,8.0,1.0,1.0
1137,Bretylium,solid,C01BD,C01B,C01,C,243.163,-1.1,0.000154,-6.3,1.0,17.58,72.89,1.0,0.0,3.0,0.0,,0.0,242.054437196,0.0,23.24,0.0,1.0,1.0
1138,Halothane,liquid,N01AB,N01A,N01,N,197.382,2.12,3.81,-1.7,1.0,,24.63,0.0,0.0,1.0,0.0,,0.0,195.890225001,0.0,9.78,0.0,0.0,1.0
1140,Chloroprocaine,solid,N01BA,N01B,N01,N,270.755,2.48,1.3,-2.3,1.0,,75.1,1.0,1.0,7.0,55.56,8.96,1.0,270.113505569,0.0,28.74,3.0,1.0,1.0
1141,Terazosin,solid,G04CA,G04C,G04,G,387.4329,1.18,1.5,-2.4,1.0,19.93,105.18,4.0,1.0,4.0,103.04,7.24,1.0,387.190654313,0.0,41.28,8.0,1.0,1.0
1142,Amdinocillin,solid,J01CA,J01C,J01,J,325.426,-0.55,0.979,-2.5,1.0,3.3,84.31,3.0,1.0,2.0,73.21,7.92,0.0,325.146012307,0.0,34.16,5.0,0.0,1.0
1143,Calcium chloride,solid,A12AA,A12A,A12,A,110.984,-0.57,21.4,-0.71,1.0,3.09,0.0,0.0,0.0,0.0,0.0,,0.0,109.900296569,0.0,1.78,0.0,2.0,1.0
1144,Ofloxacin,solid,J01MA,J01M,J01,J,361.3675,0.09,1.44,-2.4,1.0,5.35,94.94,4.0,1.0,2.0,73.32,6.72,1.0,361.143784348,0.0,36.69,7.0,-1.0,1.0
1145,Cilostazol,solid,B01AC,B01A,B01,B,369.4607,3.31,0.0324,-4.1,1.0,14.42,117.13,4.0,1.0,7.0,81.93,-0.67,1.0,369.216475133,1.0,41.15,5.0,0.0,1.0
1146,Itraconazole,solid,J02AC,J02A,J02,J,705.633,7.31,0.00964,-4.9,0.0,,200.4,7.0,0.0,11.0,100.79,3.91,0.0,704.239307158,1.0,74.5,9.0,0.0,0.0
1147,Procarbazine,solid,L01XB,L01X,L01,L,221.2988,0.99,0.228,-3.0,1.0,15.03,86.98,1.0,3.0,5.0,53.16,5.56,1.0,221.152812245,0.0,25.88,3.0,0.0,1.0
1149,Guanethidine,solid,S01EX,S01E,S01,S,198.3085,0.74,2.25,-2.0,1.0,,59.7,1.0,2.0,3.0,67.64,11.77,1.0,198.184446724,0.0,23.67,4.0,2.0,1.0
1150,Moclobemide,solid,N06AG,N06A,N06,N,268.739,1.45,1.12,-2.4,1.0,14.73,71.93,2.0,1.0,4.0,41.57,6.02,1.0,268.097855505,0.0,28.21,3.0,0.0,1.0
1151,Kanamycin,solid,S01AA,S01A,S01,S,484.4986,-7.1,92.3,-0.72,0.0,12.11,106.13,3.0,11.0,6.0,282.61,9.54,0.0,484.238058014,1.0,47.57,15.0,4.0,0.0
1152,Orphenadrine,solid,M03BC,M03B,M03,M,269.3813,4.17,0.03,-4.0,1.0,,84.97,2.0,0.0,6.0,12.47,8.87,1.0,269.177964363,0.0,31.83,2.0,1.0,1.0
1153,Phenobarbital,solid,N05CB,N05C,N05,N,232.2353,1.41,0.276,-2.9,1.0,7.14,59.75,2.0,2.0,2.0,75.27,,1.0,232.08479226,0.0,22.59,3.0,-1.0,1.0
1154,Escitalopram,solid,N06AB,N06A,N06,N,324.3919,3.76,0.00588,-4.7,1.0,,94.02,3.0,0.0,5.0,36.26,9.78,1.0,324.163791509,0.0,35.3,3.0,1.0,1.0
1155,Cyclizine,solid,R06AE,R06A,R06,R,266.3807,3.55,0.0752,-3.6,1.0,,84.93,3.0,0.0,3.0,6.48,8.2,1.0,266.178298714,0.0,31.53,2.0,1.0,1.0
1156,Idarubicin,solid,L01DB,L01D,L01,L,497.4939,1.52,0.772,-2.8,1.0,8.04,126.43,5.0,5.0,3.0,176.61,10.04,0.0,497.168581467,0.0,50.84,10.0,1.0,1.0
1157,Chlormezanone,solid,M03BB,M03B,M03,M,273.736,0.92,1.61,-2.2,1.0,19.07,64.88,2.0,0.0,1.0,54.45,-2.4,1.0,273.022641652,0.0,25.72,3.0,0.0,1.0
1158,Podofilox,solid,D06BB,D06B,D06,D,414.4053,1.62,0.114,-3.6,1.0,14.02,103.9,5.0,1.0,4.0,92.68,-3.2,1.0,414.13146768,0.0,41.78,7.0,0.0,1.0
1159,Rescinnamine,solid,C02LA,C02L,C02,C,634.716,4.07,0.00349,-5.3,0.0,16.29,171.16,6.0,1.0,11.0,117.78,7.39,0.0,634.289030952,1.0,69.66,8.0,1.0,0.0
1160,Ifosfamide,solid,L01AA,L01A,L01,L,261.086,0.097,15.0,-1.2,1.0,14.64,58.48,1.0,1.0,5.0,41.57,,1.0,260.02481966,0.0,23.94,1.0,0.0,1.0
1161,Propafenone,solid,C01BC,C01B,C01,C,341.444,3.54,0.00758,-4.6,1.0,14.09,100.21,2.0,2.0,11.0,58.56,9.63,1.0,341.199093735,0.0,39.75,4.0,1.0,1.0
1162,Naloxone,solid,A06AH,A06A,A06,A,327.3743,1.62,5.64,-1.8,1.0,10.07,88.72,5.0,2.0,2.0,70.0,7.84,1.0,327.147058165,0.0,33.83,5.0,1.0,1.0
1163,Domperidone,solid,A03FA,A03F,A03,A,425.911,2.9,0.0925,-3.7,1.0,12.52,119.37,5.0,2.0,5.0,67.92,7.03,1.0,425.161852744,0.0,45.61,3.0,0.0,1.0
1164,Fluoxymesterone,solid,G03BA,G03B,G03,G,336.4409,2.38,0.0452,-3.9,1.0,13.6,90.19,4.0,2.0,0.0,57.53,-3.0,1.0,336.210072999,0.0,36.65,3.0,0.0,1.0
1165,Pergolide,solid,N04BC,N04B,N04,N,314.488,4.23,0.000584,-5.7,1.0,17.35,97.02,4.0,1.0,4.0,19.03,9.49,1.0,314.181669532,0.0,38.4,1.0,1.0,1.0
1166,Iophendylate,liquid,V08AD,V08A,V08,V,416.3368,6.89,2.52e-05,-7.2,0.0,,101.6,1.0,0.0,12.0,26.3,-7.0,0.0,416.121223592,0.0,41.29,1.0,0.0,0.0
1167,Ciclopirox,solid,D01AE,D01A,D01,D,207.2689,2.22,1.41,-2.2,1.0,6.84,60.91,2.0,1.0,1.0,40.54,-6.2,1.0,207.125928793,0.0,23.13,2.0,-1.0,1.0
1168,Desflurane,liquid,N01AB,N01A,N01,N,168.0378,2.4,3.54,-1.7,1.0,18.87,18.12,0.0,0.0,3.0,9.23,-4.8,0.0,168.000983916,0.0,7.89,1.0,0.0,1.0
1169,Clindamycin,solid,D10AF,D10A,D10,D,424.98,1.04,3.1,-2.1,1.0,12.41,105.72,2.0,4.0,7.0,102.26,7.55,1.0,424.179871,0.0,44.82,6.0,1.0,1.0
1170,Dexfenfluramine,solid,A08AA,A08A,A08,A,231.2573,3.47,0.0215,-4.0,1.0,,59.2,1.0,1.0,5.0,12.03,10.22,1.0,231.123484132,0.0,22.69,1.0,1.0,1.0
1171,Oxymorphone,solid,N02AA,N02A,N02,N,301.3371,0.78,25.6,-1.1,1.0,10.07,79.56,5.0,2.0,0.0,70.0,8.21,1.0,301.131408101,0.0,30.77,5.0,1.0,1.0
1172,Acebutolol,solid,C07AB,C07A,C07,C,336.4259,1.53,0.172,-3.3,1.0,13.91,94.87,1.0,3.0,10.0,87.66,9.65,1.0,336.204907394,0.0,38.51,5.0,1.0,1.0
1173,Brinzolamide,solid,S01EC,S01E,S01,S,383.507,-0.58,0.713,-2.7,1.0,8.18,87.2,2.0,2.0,7.0,118.8,6.5,0.0,383.064332867,0.0,37.93,6.0,0.0,1.0
1174,Flecainide,solid,C01BC,C01B,C01,C,414.3427,3.19,0.0324,-4.1,1.0,13.68,88.4,2.0,2.0,9.0,59.59,9.62,1.0,414.137811746,0.0,35.92,4.0,1.0,1.0
1175,Estramustine,solid,L01XX,L01X,L01,L,440.403,5.1,0.000385,-6.1,1.0,19.38,116.21,4.0,1.0,6.0,49.77,-0.88,1.0,439.168099277,1.0,47.96,2.0,0.0,0.0
1176,Captopril,solid,C09AA,C09A,C09,C,217.285,0.73,4.52,-1.7,1.0,4.02,54.63,1.0,2.0,3.0,57.61,-1.3,1.0,217.077264041,0.0,21.72,3.0,-1.0,1.0
1177,Zopiclone,solid,N05CF,N05C,N05,N,388.808,0.52,0.885,-2.6,1.0,8.04,95.89,4.0,0.0,3.0,91.76,6.86,1.0,388.105066147,0.0,38.22,6.0,0.0,1.0
1178,Tubocurarine,solid,M03AA,M03A,M03,M,609.7312,3.23,0.000323,-6.3,1.0,8.54,187.06,7.0,2.0,2.0,80.62,7.98,0.0,609.296462054,0.0,67.43,5.0,2.0,0.0
1179,Bromocriptine,solid,N04BC,N04B,N04,N,654.595,3.89,0.0858,-3.9,1.0,9.69,165.51,7.0,3.0,5.0,118.21,6.71,0.0,653.221282062,0.0,66.44,6.0,0.0,0.0
1180,Rifapentine,solid,J04AB,J04A,J04,J,877.0307,3.7,0.0213,-4.6,0.0,6.99,242.0,6.0,6.0,6.0,220.15,7.88,0.0,876.452073532,1.0,93.56,14.0,0.0,0.0
1181,Levetiracetam,solid,N03AX,N03A,N03,N,170.212,-0.59,298.0,0.24,1.0,16.09,44.08,1.0,1.0,3.0,63.4,-1.6,0.0,170.105527699,0.0,17.79,2.0,0.0,1.0
1182,Nadolol,solid,C07BA,C07B,C07,C,309.4006,0.87,2.25,-2.1,1.0,13.59,85.53,2.0,4.0,6.0,81.95,9.76,1.0,309.194008357,0.0,34.63,5.0,1.0,1.0
1183,Mitoxantrone,liquid,L01DB,L01D,L01,L,444.4809,0.65,0.734,-2.8,0.0,8.27,123.53,3.0,8.0,12.0,163.18,9.36,1.0,444.200884648,1.0,48.49,10.0,2.0,0.0
1184,Flumazenil,solid,V03AB,V03A,V03,V,303.2884,1.39,1.04,-2.5,1.0,,87.93,3.0,0.0,3.0,64.43,2.87,1.0,303.101919534,0.0,29.84,3.0,0.0,1.0
1185,Lomustine,solid,L01AD,L01A,L01,L,233.695,2.16,0.755,-2.5,1.0,14.05,58.65,1.0,1.0,4.0,61.77,-5.3,1.0,233.093104478,0.0,23.61,2.0,0.0,1.0
1187,Sparfloxacin,solid,J01MA,J01M,J01,J,392.3998,-0.081,0.113,-3.5,1.0,5.56,101.69,4.0,3.0,3.0,98.9,8.88,1.0,392.165997,0.0,39.35,7.0,0.0,1.0
1188,Dezocine,solid,N02AX,N02A,N02,N,245.3599,3.23,0.014,-4.2,1.0,10.43,74.19,3.0,2.0,0.0,46.25,9.67,1.0,245.177964363,0.0,28.56,2.0,1.0,1.0
1189,Levobunolol,solid,S01ED,S01E,S01,S,291.3853,2.18,0.251,-3.1,1.0,14.09,83.28,2.0,2.0,6.0,58.56,9.75,1.0,291.183443671,0.0,33.38,4.0,1.0,1.0
1190,Clarithromycin,solid,A02BD,A02B,A02,A,747.9534,3.24,0.217,-3.5,0.0,12.46,190.79,3.0,4.0,8.0,182.91,9.0,0.0,747.476891299,1.0,82.03,13.0,1.0,0.0
1191,Ceftriaxone,solid,J01DD,J01D,J01,J,554.58,-1.9,0.105,-3.7,0.0,2.7,128.47,4.0,4.0,8.0,208.98,3.36,0.0,554.04605704,1.0,51.47,12.0,-2.0,0.0
1192,Fomepizole,liquid,V03AB,V03A,V03,V,82.1038,0.79,559.0,0.83,1.0,15.82,24.79,1.0,1.0,0.0,28.68,2.63,0.0,82.053098202,0.0,8.58,1.0,0.0,1.0
1193,Metipranolol,solid,S01ED,S01E,S01,S,309.4006,2.74,0.173,-3.2,1.0,14.09,86.63,1.0,2.0,8.0,67.79,9.67,1.0,309.194008357,0.0,35.85,4.0,1.0,1.0
1194,Estazolam,solid,N05CD,N05C,N05,N,294.738,2.9,0.0423,-3.8,1.0,18.3,94.44,4.0,0.0,1.0,43.07,4.9,1.0,294.067224079,0.0,29.83,3.0,0.0,1.0
1195,Finasteride,solid,D11AX,D11A,D11,D,372.5441,3.07,0.00198,-5.3,1.0,14.53,108.2,4.0,2.0,2.0,58.2,0.33,1.0,372.277678406,0.0,43.96,2.0,0.0,1.0
1196,Anastrozole,solid,L02BG,L02B,L02,L,293.3663,3.03,0.0661,-3.6,1.0,,97.47,2.0,0.0,4.0,78.29,2.0,1.0,293.164045633,0.0,31.97,4.0,0.0,1.0
1197,Halofantrine,solid,P01BX,P01B,P01,P,500.424,8.06,0.000111,-6.7,0.0,14.47,131.66,3.0,1.0,11.0,23.47,10.05,0.0,499.165654616,1.0,51.53,2.0,1.0,0.0
1198,Dantrolene,solid,M03CA,M03C,M03,M,314.257,1.26,0.0805,-3.6,1.0,8.23,77.87,3.0,1.0,4.0,118.05,-1.3,1.0,314.065119438,0.0,30.02,5.0,0.0,1.0
1199,Rifaximin,solid,A07AA,A07A,A07,A,785.8785,4.59,0.00738,-5.0,0.0,6.69,216.69,6.0,5.0,3.0,198.38,5.88,0.0,785.352359489,0.0,82.04,11.0,-1.0,0.0
1200,Ketamine,solid,N01AX,N01A,N01,N,237.725,3.35,0.0464,-3.7,1.0,19.77,65.55,2.0,1.0,2.0,29.1,7.16,1.0,237.092041846,0.0,24.97,2.0,1.0,1.0
1201,Budesonide,solid,R03AL,R03A,R03,R,430.5339,2.73,0.0457,-4.0,1.0,13.75,116.11,5.0,2.0,4.0,93.06,-2.9,1.0,430.23553882,0.0,46.88,6.0,0.0,1.0
1202,Aminophylline,solid,R03DA,R03D,R03,R,420.4264,-0.77,22.9,-0.9,1.0,7.82,44.93,4.0,1.0,1.0,69.3,-0.78,0.0,420.198199306,0.0,16.86,3.0,0.0,1.0
1203,Quetiapine,solid,N05AH,N05A,N05,N,383.507,2.81,0.0403,-4.0,1.0,15.12,114.09,4.0,1.0,5.0,48.3,7.06,1.0,383.166747749,0.0,42.78,5.0,0.0,1.0
1205,Mivacurium,liquid,M03AC,M03A,M03,M,1029.2608,-0.76,3.26e-05,-7.5,0.0,18.59,308.74,6.0,0.0,30.0,144.9,-4.1,0.0,1028.560955278,1.0,116.99,12.0,2.0,0.0
1206,Levacetylmethadol,solid,N07BC,N07B,N07,N,353.4977,4.88,0.00179,-5.3,1.0,,117.86,2.0,0.0,9.0,29.54,9.87,1.0,353.235479241,0.0,40.53,2.0,1.0,1.0
1207,Encainide,solid,C01BC,C01B,C01,C,352.4699,4.49,0.00401,-4.9,1.0,15.52,107.77,3.0,1.0,6.0,41.57,9.48,1.0,352.21507815,1.0,41.04,3.0,1.0,1.0
1208,Paclitaxel,solid,L01CD,L01C,L01,L,853.9061,3.54,0.00556,-5.2,0.0,11.9,218.29,7.0,4.0,14.0,221.29,-1.2,0.0,853.330955345,1.0,87.15,10.0,0.0,0.0
1209,Pemoline,solid,N06BA,N06B,N06,N,176.172,0.8,0.979,-2.3,1.0,15.33,45.7,2.0,1.0,1.0,64.68,-0.69,1.0,176.05857751,0.0,17.04,4.0,0.0,1.0
1211,Saquinavir,solid,J05AE,J05A,J05,J,670.8408,3.16,0.00247,-5.4,0.0,13.61,186.67,5.0,5.0,13.0,166.75,8.47,0.0,670.38426874,1.0,73.76,7.0,1.0,0.0
1212,Metoclopramide,solid,A03FA,A03F,A03,A,299.796,1.4,0.31,-3.0,1.0,14.49,83.52,1.0,2.0,7.0,67.59,9.04,1.0,299.14005467,0.0,32.7,4.0,1.0,1.0
1213,Dexamethasone,solid,R01AD,R01A,R01,R,392.4611,1.68,0.0505,-3.9,1.0,12.42,102.49,4.0,3.0,2.0,94.83,-3.3,1.0,392.199902243,0.0,40.71,5.0,0.0,1.0
1214,Levodopa,solid,N04BA,N04B,N04,N,197.1879,-1.8,3.3,-1.8,1.0,1.65,49.08,1.0,4.0,3.0,103.78,9.06,0.0,197.068807845,0.0,18.91,5.0,0.0,1.0
1215,Sevoflurane,liquid,N01AB,N01A,N01,N,200.0548,2.27,1.48,-2.1,1.0,15.07,23.3,0.0,0.0,4.0,9.23,-4.5,0.0,200.007212153,0.0,9.83,1.0,0.0,1.0
1216,Bromodiphenhydramine,solid,R06AA,R06A,R06,R,334.251,4.42,0.00345,-5.0,1.0,,87.55,2.0,0.0,6.0,12.47,8.87,1.0,333.072826914,0.0,33.48,2.0,1.0,1.0
1217,Aripiprazole,solid,N05AX,N05A,N05,N,448.385,4.9,0.00777,-4.8,1.0,13.51,124.34,4.0,1.0,7.0,44.81,7.46,1.0,447.148032537,1.0,49.23,4.0,1.0,1.0
1218,Chlorprothixene,solid,N05AF,N05A,N05,N,315.86,5.07,0.000366,-5.9,1.0,,104.66,3.0,0.0,3.0,3.24,9.76,1.0,315.0848485,0.0,35.77,1.0,1.0,0.0
1219,Epoprostenol,solid,B01AC,B01A,B01,B,352.4651,2.42,0.136,-3.4,1.0,4.43,99.01,2.0,3.0,10.0,86.99,-1.6,1.0,352.224974134,0.0,41.09,5.0,-1.0,1.0
1220,Gemfibrozil,solid,C10AB,C10A,C10,C,250.3334,4.39,0.0278,-4.0,1.0,4.42,71.82,1.0,1.0,6.0,46.53,-4.8,1.0,250.15689457,0.0,28.9,3.0,-1.0,1.0
1221,Clomipramine,solid,N06AA,N06A,N06,N,314.852,4.88,0.0144,-4.3,1.0,,95.41,3.0,0.0,4.0,6.48,9.2,1.0,314.154976453,0.0,35.73,2.0,1.0,1.0
1223,Bepridil,solid,C08EA,C08E,C08,C,366.5396,5.49,0.00655,-4.8,1.0,,115.12,3.0,0.0,10.0,15.71,9.16,1.0,366.26711372,1.0,43.5,3.0,1.0,0.0
1225,Alimemazine,solid,R06AD,R06A,R06,R,298.446,4.41,0.00835,-4.6,1.0,,93.37,3.0,0.0,4.0,6.48,9.42,1.0,298.150369404,0.0,34.83,2.0,1.0,1.0
1226,Isocarboxazid,solid,N06AF,N06A,N06,N,231.2505,1.43,0.224,-3.0,1.0,10.42,74.78,2.0,2.0,4.0,67.16,2.83,1.0,231.100776675,0.0,24.15,3.0,0.0,1.0
1227,Docetaxel,solid,L01CD,L01C,L01,L,807.8792,2.92,0.0127,-4.8,0.0,11.9,203.9,6.0,5.0,13.0,224.45,-3.0,0.0,807.346605409,1.0,82.15,10.0,0.0,0.0
1228,Iodixanol,solid,V08AB,V08A,V08,V,1550.1819,-2.1,0.185,-3.9,0.0,11.43,277.16,2.0,13.0,22.0,339.09,-3.2,0.0,1549.713275288,0.0,111.56,15.0,0.0,0.0
1229,Olsalazine,solid,A07EC,A07E,A07,A,302.239,4.39,0.0781,-3.6,1.0,2.93,78.85,2.0,4.0,4.0,139.78,-0.019,1.0,302.053886062,0.0,28.61,8.0,-2.0,1.0
1230,Gliquidone,solid,A10BB,A10B,A10,A,527.632,4.14,0.0022,-5.4,1.0,4.32,139.48,4.0,2.0,6.0,121.88,-4.8,0.0,527.209006493,1.0,57.3,6.0,-1.0,0.0
1231,Mitiglinide,solid,A10BX,A10B,A10,A,315.413,2.92,0.0708,-3.6,1.0,4.62,88.31,3.0,1.0,5.0,57.61,-0.83,1.0,315.183443669,0.0,34.98,3.0,-1.0,1.0
1232,Ergometrine,solid,G02AB,G02A,G02,G,325.4048,1.07,0.321,-3.0,1.0,15.0,95.05,4.0,3.0,3.0,68.36,7.93,1.0,325.179026995,0.0,36.54,3.0,1.0,1.0
1233,Dasatinib,solid,L01EA,L01E,L01,L,488.006,4.01,0.0128,-4.6,1.0,10.99,133.08,4.0,3.0,7.0,106.51,7.19,0.0,487.155721508,1.0,50.39,8.0,1.0,1.0
1234,Lisdexamfetamine,liquid,N06BA,N06B,N06,N,263.3785,1.14,0.0877,-3.5,1.0,15.89,78.31,1.0,3.0,8.0,81.14,10.21,1.0,263.199762437,0.0,31.28,3.0,2.0,1.0
1235,Retapamulin,solid,D06AX,D06A,D06,D,517.763,4.37,0.000394,-6.1,1.0,14.43,145.45,5.0,1.0,6.0,66.84,9.69,0.0,517.322579687,1.0,59.82,4.0,1.0,0.0
1237,Lapatinib,solid,L01EH,L01E,L01,L,581.058,4.64,0.0223,-4.4,0.0,16.44,152.42,5.0,2.0,11.0,106.35,7.26,0.0,580.134731942,1.0,61.19,7.0,1.0,0.0
1238,Desonide,solid,S01BA,S01B,S01,S,416.5073,1.9,0.0594,-3.8,1.0,13.75,112.06,5.0,2.0,2.0,93.06,-2.9,1.0,416.219888756,0.0,44.59,6.0,0.0,1.0
1239,Sitagliptin,solid,A10BH,A10B,A10,A,407.3136,1.26,0.034,-4.1,1.0,,87.49,3.0,1.0,5.0,77.04,8.78,1.0,407.118079357,0.0,32.66,4.0,1.0,1.0
1240,Decitabine,solid,L01BC,L01B,L01,L,228.2053,-2.2,5.5,-1.6,1.0,13.89,50.68,2.0,3.0,2.0,120.74,2.09,0.0,228.085854892,0.0,21.15,7.0,0.0,1.0
1242,Darunavir,solid,J05AR,J05A,J05,J,547.664,2.82,0.0668,-3.9,0.0,13.59,142.34,4.0,3.0,11.0,140.42,2.39,0.0,547.235221243,1.0,57.49,7.0,0.0,0.0
